date,rank,id_emailed,id_viewed,id_facebook
2019-06-12,13,5003,10932,5352
2019-06-12,14,683,5338,5180
2019-06-12,15,10903,9668,11911
2019-06-12,16,5817,4739,1678
2019-06-12,17,1727,12524,2905
2019-06-12,18,12967,6581,8181
2019-06-12,19,12049,5887,6653
2019-06-12,20,3568,3723,13507
2019-06-13,1,1911,5003,6361
2019-06-13,2,4797,4343,5003
2019-06-13,3,4343,6361,5817
2019-06-13,4,9515,8769,4343
2019-06-13,5,8262,3695,9515
2019-06-13,6,1727,9284,3243
2019-06-13,7,7293,5186,2587
2019-06-13,8,3192,6375,7182
2019-06-13,9,717,5817,10932
2019-06-13,10,5869,2882,13806
2019-06-13,11,2750,1460,2176
2019-06-13,12,6653,326,6843
2019-06-13,13,12967,8713,5862
2019-06-13,14,5751,10932,12981
2019-06-13,15,997,5338,5352
2019-06-13,16,6410,9668,11763
2019-06-13,17,683,4739,8262
2019-06-13,18,5003,12524,5180
2019-06-13,19,7182,6581,1048
2019-06-13,20,10932,5887,6653
2019-06-14,1,1911,6361,6361
2019-06-14,2,9706,5003,9815
2019-06-14,3,11461,4343,5003
2019-06-14,4,4261,8769,4343
2019-06-14,5,4343,5817,3586
2019-06-14,6,13786,3695,10295
2019-06-14,7,5706,5186,3243
2019-06-14,8,6173,6375,3724
2019-06-14,9,11158,326,1048
2019-06-14,10,3191,8713,1132
2019-06-14,11,1727,9515,4201
2019-06-14,12,10203,10932,12955
2019-06-14,13,10295,5338,12478
2019-06-14,14,8895,9668,9515
2019-06-14,15,11415,4739,6843
2019-06-14,16,4510,6581,5180
2019-06-14,17,12897,5887,11121
2019-06-14,18,370,2176,11763
2019-06-14,19,4855,3723,10428
2019-06-14,20,3349,2724,5817
2019-06-15,1,2676,6361,6361
2019-06-15,2,5317,5003,5003
2019-06-15,3,10818,4343,4343
2019-06-15,4,3094,8769,3724
2019-06-15,5,13158,5817,13858
2019-06-15,6,4343,3695,9815
2019-06-15,7,9200,6375,2195
2019-06-15,8,7623,9515,3586
2019-06-15,9,8895,5186,1132
2019-06-15,10,3191,10932,3089
2019-06-15,11,9181,5338,9704
2019-06-15,12,1911,1911,9200
2019-06-15,13,9515,326,10295
2019-06-15,14,3089,9815,5180
2019-06-15,15,10591,9668,2676
2019-06-15,16,13858,4739,11121
2019-06-15,17,12417,6581,7182
2019-06-15,18,6173,2176,4663
2019-06-15,19,10041,5887,11763
2019-06-15,20,11121,2724,12478
2019-06-16,1,2676,6361,6361
2019-06-16,2,10818,5003,5003
2019-06-16,3,1911,4343,5180
2019-06-16,4,13194,8769,4343
2019-06-16,5,7466,5817,3724
2019-06-16,6,10301,6375,7723
2019-06-16,7,1078,9815,12955
2019-06-16,8,58,9515,2195
2019-06-16,9,7691,10932,9200
2019-06-16,10,10098,1911,2676
2019-06-16,11,10041,5338,7466
2019-06-16,12,4343,12478,4663
2019-06-16,13,5317,6581,11763
2019-06-16,14,11806,4739,6051
2019-06-16,15,4261,2176,9704
2019-06-16,16,5553,5887,13194
2019-06-16,17,6051,3695,5352
2019-06-16,18,9501,2724,13858
2019-06-16,19,2263,3243,5553
2019-06-16,20,5482,3191,12937
2019-06-17,1,1465,6361,6361
2019-06-17,2,6051,5003,5180
2019-06-17,3,1911,4343,5003
2019-06-17,4,6557,5817,12955
2019-06-17,5,9479,8769,11485
2019-06-17,6,11485,2676,7466
2019-06-17,7,13194,9815,6051
2019-06-17,8,9200,9515,4343
2019-06-17,9,7466,1911,5352
2019-06-17,10,2676,10932,11763
2019-06-17,11,9919,5338,4663
2019-06-17,12,11815,12478,7723
2019-06-17,13,5660,10818,13194
2019-06-17,14,9934,7466,9200
2019-06-17,15,9515,5887,7955
2019-06-17,16,4790,2724,2676
2019-06-17,17,10818,3191,3724
2019-06-17,18,7691,3243,1911
2019-06-17,19,9083,6375,5631
2019-06-17,20,11447,13786,12937
2019-06-18,1,1465,6361,588
2019-06-18,2,2525,5003,6361
2019-06-18,3,7301,4343,8827
2019-06-18,4,13758,5817,10631
2019-06-18,5,1814,2676,12955
2019-06-18,6,2272,9515,5003
2019-06-18,7,4610,9815,7301
2019-06-18,8,13194,1911,4610
2019-06-18,9,5859,10932,5180
2019-06-18,10,13224,7466,11485
2019-06-18,11,9628,12478,4343
2019-06-18,12,5299,5338,1465
2019-06-18,13,7393,8827,5352
2019-06-18,14,2676,10818,8835
2019-06-18,15,4343,10631,11763
2019-06-18,16,6051,2724,7393
2019-06-18,17,8827,13858,2525
2019-06-18,18,11447,13786,7466
2019-06-18,19,4192,2195,6051
2019-06-18,20,13454,12935,6843
2019-06-19,1,13758,6361,10631
2019-06-19,2,13454,5817,588
2019-06-19,3,3514,5003,6361
2019-06-19,4,2525,10631,8827
2019-06-19,5,7393,2676,10582
2019-06-19,6,7895,9515,5003
2019-06-19,7,10560,8827,5180
2019-06-19,8,409,4343,7393
2019-06-19,9,8827,9815,409
2019-06-19,10,2953,1911,13149
2019-06-19,11,5859,7466,12955
2019-06-19,12,4343,8293,8286
2019-06-19,13,10120,12478,7301
2019-06-19,14,4610,10818,12937
2019-06-19,15,1513,13858,3514
2019-06-19,16,2039,13786,4343
2019-06-19,17,11818,2195,11087
2019-06-19,18,11350,588,11763
2019-06-19,19,7301,12935,4610
2019-06-19,20,5660,2587,5352
2019-06-20,1,5365,6361,6361
2019-06-20,2,5928,10631,588
2019-06-20,3,13454,2676,5365
2019-06-20,4,1513,8827,1513
2019-06-20,5,3514,9815,12937
2019-06-20,6,7895,5003,5180
2019-06-20,7,13758,5365,5118
2019-06-20,8,10020,1911,5003
2019-06-20,9,5118,7466,10020
2019-06-20,10,3839,8293,704
2019-06-20,11,10560,4343,11763
2019-06-20,12,2430,12478,5352
2019-06-20,13,1017,10818,10582
2019-06-20,14,6302,409,6519
2019-06-20,15,2205,9515,10631
2019-06-20,16,11197,13858,12955
2019-06-20,17,6519,588,11197
2019-06-20,18,4353,3514,4394
2019-06-20,19,12075,13786,1422
2019-06-20,20,6897,2195,8704
2019-06-21,1,8718,6361,2291
2019-06-21,2,13859,10631,5180
2019-06-21,3,13988,5365,3082
2019-06-21,4,10420,2676,13567
2019-06-21,5,13567,8827,12955
2019-06-21,6,2046,9815,10431
2019-06-21,7,12075,7466,588
2019-06-21,8,9488,5003,9852
2019-06-21,9,8182,8293,6114
2019-06-21,10,5365,13567,12937
2019-06-21,11,2291,12478,6361
2019-06-21,12,4628,10818,5352
2019-06-21,13,6357,409,11763
2019-06-21,14,5660,3514,10081
2019-06-21,15,3514,2291,5003
2019-06-21,16,13454,13858,10797
2019-06-21,17,7895,4343,5365
2019-06-21,18,11453,588,13869
2019-06-21,19,13194,3082,4195
2019-06-21,20,2993,1911,10893
2019-06-22,1,9159,2291,2291
2019-06-22,2,6357,10631,5180
2019-06-22,3,8718,5365,12955
2019-06-22,4,13859,2676,9399
2019-06-22,5,9567,8827,9852
2019-06-22,6,11073,6361,10081
2019-06-22,7,8182,13567,6114
2019-06-22,8,8387,7466,11273
2019-06-22,9,2778,8293,4195
2019-06-22,10,9182,10818,588
2019-06-22,11,10420,409,13567
2019-06-22,12,11453,3082,5352
2019-06-22,13,11273,3514,11763
2019-06-22,14,9488,588,9613
2019-06-22,15,12592,13858,3082
2019-06-22,16,9613,5003,5003
2019-06-22,17,9852,8718,11617
2019-06-22,18,3315,11273,13869
2019-06-22,19,4003,7301,6361
2019-06-22,20,13567,2195,12937
2019-06-23,1,9567,2291,9399
2019-06-23,2,8387,10631,5180
2019-06-23,3,9159,5365,9835
2019-06-23,4,3873,8827,6114
2019-06-23,5,6357,13567,13337
2019-06-23,6,13859,2676,4195
2019-06-23,7,3626,7466,6999
2019-06-23,8,4780,11273,8387
2019-06-23,9,7737,8293,11273
2019-06-23,10,3125,9399,7072
2019-06-23,11,2778,409,11763
2019-06-23,12,9674,6361,5352
2019-06-23,13,11013,3082,10433
2019-06-23,14,10420,588,588
2019-06-23,15,6999,3514,9852
2019-06-23,16,2525,8718,12955
2019-06-23,17,10604,10081,11013
2019-06-23,18,1973,7301,13461
2019-06-23,19,1911,11013,2291
2019-06-23,20,7301,10433,13869
2019-06-24,1,744,2291,9399
2019-06-24,2,9567,10631,5180
2019-06-24,3,2183,5365,6114
2019-06-24,4,10604,9399,12318
2019-06-24,5,7613,8827,4195
2019-06-24,6,2584,13567,11763
2019-06-24,7,11453,13337,8387
2019-06-24,8,867,11273,13337
2019-06-24,9,3873,8293,5352
2019-06-24,10,2326,9567,9852
2019-06-24,11,3125,10433,11273
2019-06-24,12,3668,409,6999
2019-06-24,13,7895,8718,588
2019-06-24,14,9674,588,12871
2019-06-24,15,13867,3514,5076
2019-06-24,16,12634,3082,1663
2019-06-24,17,8387,11013,10433
2019-06-24,18,13859,7301,7880
2019-06-24,19,6357,10081,12937
2019-06-24,20,7301,7466,9835
2019-06-26,1,6804,2291,12743
2019-06-26,2,13547,10631,1856
2019-06-26,3,2584,5365,5180
2019-06-26,4,12743,9399,8273
2019-06-26,5,12187,8827,4645
2019-06-26,6,905,13567,3685
2019-06-26,7,10071,13337,10850
2019-06-26,8,572,11273,9399
2019-06-26,9,7567,8293,13547
2019-06-26,10,7112,9567,8640
2019-06-26,11,4922,10433,9155
2019-06-26,12,3643,8718,10725
2019-06-26,13,11225,409,11082
2019-06-26,14,13107,588,11763
2019-06-26,15,4007,3514,9169
2019-06-26,16,11082,3082,12748
2019-06-26,17,6794,11013,867
2019-06-26,18,14056,7301,12187
2019-06-26,19,867,10081,6114
2019-06-26,20,13260,7072,4195
2019-06-27,1,2797,2291,4056
2019-06-27,2,11820,5365,10850
2019-06-27,3,4007,9399,12743
2019-06-27,4,7876,13337,4520
2019-06-27,5,2658,13567,5180
2019-06-27,6,12743,11273,9203
2019-06-27,7,11779,9567,8273
2019-06-27,8,7261,8718,13061
2019-06-27,9,6804,10433,12187
2019-06-27,10,9203,3082,1856
2019-06-27,11,12933,12743,588
2019-06-27,12,8346,11013,9399
2019-06-27,13,5368,10081,2174
2019-06-27,14,3643,7072,4645
2019-06-27,15,511,4007,11763
2019-06-27,16,12187,9852,8007
2019-06-27,17,7938,5180,4007
2019-06-27,18,9223,9203,4984
2019-06-27,19,1518,5860,11820
2019-06-27,20,4181,10850,8640
2019-06-28,1,4765,2291,7962
2019-06-28,2,13718,7962,12200
2019-06-28,3,11820,9399,13886
2019-06-28,4,10856,13337,5180
2019-06-28,5,7876,13567,11820
2019-06-28,6,2797,11273,10856
2019-06-28,7,10390,9567,5426
2019-06-28,8,7446,8718,4520
2019-06-28,9,3160,10433,12743
2019-06-28,10,12858,12743,4765
2019-06-28,11,7962,9203,114
2019-06-28,12,9204,5365,11890
2019-06-28,13,13844,3082,11763
2019-06-28,14,8254,4007,6436
2019-06-28,15,12933,11013,13426
2019-06-28,16,6924,10081,4056
2019-06-28,17,4611,5180,4818
2019-06-28,18,7567,9852,13061
2019-06-28,19,4818,7072,4417
2019-06-28,20,13886,13859,5306
2019-06-30,1,10240,7962,4464
2019-06-30,2,9546,9399,5446
2019-06-30,3,7876,13337,7929
2019-06-30,4,13431,13426,1504
2019-06-30,5,2797,9567,4818
2019-06-30,6,3062,1504,7962
2019-06-30,7,1616,4007,3062
2019-06-30,8,3573,12743,10240
2019-06-30,9,10390,10433,1616
2019-06-30,10,3121,9203,10390
2019-06-30,11,8578,12200,5180
2019-06-30,12,4765,10856,9546
2019-06-30,13,11465,11820,597
2019-06-30,14,10856,7072,10856
2019-06-30,15,6924,4818,6436
2019-06-30,16,10706,114,8578
2019-06-30,17,1651,10850,12340
2019-06-30,18,4818,14056,13426
2019-06-30,19,2584,11013,6080
2019-06-30,20,5964,569,8387
2019-07-01,1,10240,7962,4464
2019-07-01,2,10706,13426,10240
2019-07-01,3,10390,1504,597
2019-07-01,4,3573,9399,7929
2019-07-01,5,6924,4007,3925
2019-07-01,6,1616,12743,1616
2019-07-01,7,7876,9203,1397
2019-07-01,8,11465,13337,7962
2019-07-01,9,8578,10240,1504
2019-07-01,10,13431,10856,12285
2019-07-01,11,1651,12200,5446
2019-07-01,12,5964,11820,1651
2019-07-01,13,2797,4818,5180
2019-07-01,14,9546,14056,3062
2019-07-01,15,13718,2797,8387
2019-07-01,16,3121,5446,10390
2019-07-01,17,2986,10850,4818
2019-07-01,18,9232,9567,9930
2019-07-01,19,5625,114,11465
2019-07-01,20,424,569,14035
2019-07-02,1,10240,7962,5677
2019-07-02,2,6924,13426,10240
2019-07-02,3,9994,1504,3925
2019-07-02,4,7357,10240,9994
2019-07-02,5,3214,4007,4464
2019-07-02,6,10706,12743,12285
2019-07-02,7,13431,9203,5671
2019-07-02,8,12322,10856,1397
2019-07-02,9,12888,11820,3214
2019-07-02,10,1534,12200,1651
2019-07-02,11,12162,4818,1139
2019-07-02,12,7876,1397,1616
2019-07-02,13,1651,5446,4064
2019-07-02,14,4064,14056,597
2019-07-02,15,10390,2797,7962
2019-07-02,16,8198,10850,5180
2019-07-02,17,11712,3925,3062
2019-07-02,18,12945,114,12322
2019-07-02,19,10555,569,10351
2019-07-02,20,9196,7929,10390
2019-07-06,1,7516,8279,8279
2019-07-06,2,2928,5998,5918
2019-07-06,3,5919,13426,13034
2019-07-06,4,5998,10240,10500
2019-07-06,5,8479,1504,9083
2019-07-06,6,2797,7962,10023
2019-07-06,7,10741,12322,11516
2019-07-06,8,12322,4500,5998
2019-07-06,9,6754,3424,7516
2019-07-06,10,11636,10856,8479
2019-07-06,11,12489,5671,4500
2019-07-06,12,11986,6746,4464
2019-07-06,13,468,4818,2928
2019-07-06,14,8953,3925,5180
2019-07-06,15,1615,2513,12322
2019-07-06,16,9083,1397,12036
2019-07-06,17,3055,5446,2150
2019-07-06,18,5417,13034,7783
2019-07-06,19,13232,4064,12586
2019-07-06,20,12428,7929,3424
2019-07-10,1,9858,8279,863
2019-07-10,2,8521,5998,1507
2019-07-10,3,9070,8822,8822
2019-07-10,4,1650,13239,302
2019-07-10,5,4898,8006,4366
2019-07-10,6,3536,12322,1815
2019-07-10,7,4366,4500,5457
2019-07-10,8,13290,2928,5129
2019-07-10,9,6711,3424,5765
2019-07-10,10,223,8159,6711
2019-07-10,11,7490,13034,9083
2019-07-10,12,9352,302,5534
2019-07-10,13,10321,6746,5180
2019-07-10,14,14083,2513,9070
2019-07-10,15,12629,2032,4475
2019-07-10,16,5428,863,11236
2019-07-10,17,863,2382,13034
2019-07-10,18,6328,8631,4788
2019-07-10,19,3066,12788,3536
2019-07-10,20,1609,13437,429
2019-07-11,1,1650,8279,6992
2019-07-11,2,9915,5998,7930
2019-07-11,3,4898,8822,5129
2019-07-11,4,5919,13239,2080
2019-07-11,5,6328,8006,958
2019-07-11,6,7372,2080,2022
2019-07-11,7,831,2928,391
2019-07-11,8,1622,302,7897
2019-07-11,9,3716,3424,13034
2019-07-11,10,10594,13034,6834
2019-07-11,11,8138,8159,13685
2019-07-11,12,1347,12322,5280
2019-07-11,13,3226,863,2622
2019-07-11,14,11980,4500,8901
2019-07-11,15,4278,8631,3226
2019-07-11,16,265,2513,5180
2019-07-11,17,6982,2382,9083
2019-07-11,18,9331,2032,1507
2019-07-11,19,337,13437,8822
2019-07-11,20,223,12788,6328
2019-07-13,1,11301,8822,13734
2019-07-13,2,13771,2080,13678
2019-07-13,3,11501,13239,7930
2019-07-13,4,2611,8006,2764
2019-07-13,5,11626,7930,10481
2019-07-13,6,5689,302,2611
2019-07-13,7,8568,2928,9698
2019-07-13,8,2501,8631,11301
2019-07-13,9,10553,8159,11501
2019-07-13,10,391,863,7915
2019-07-13,11,598,7897,10312
2019-07-13,12,1177,2382,391
2019-07-13,13,10456,5998,2839
2019-07-13,14,831,5129,13771
2019-07-13,15,10481,13437,6160
2019-07-13,16,8133,12322,6033
2019-07-13,17,11681,2032,9915
2019-07-13,18,7717,5333,8901
2019-07-13,19,8310,7540,5129
2019-07-13,20,7915,7783,831
2019-07-15,1,8968,8822,8072
2019-07-15,2,13253,2080,13253
2019-07-15,3,2675,13239,10312
2019-07-15,4,2611,8006,2611
2019-07-15,5,5579,7930,8403
2019-07-15,6,598,302,11501
2019-07-15,7,8317,8631,2675
2019-07-15,8,8388,8159,8344
2019-07-15,9,8521,863,7915
2019-07-15,10,6882,6879,10100
2019-07-15,11,8072,7897,3550
2019-07-15,12,11501,2382,2543
2019-07-15,13,8223,5129,7930
2019-07-15,14,7711,2764,13968
2019-07-15,15,6787,2611,642
2019-07-15,16,6879,13437,8968
2019-07-15,17,9425,5333,6879
2019-07-15,18,8631,4898,12322
2019-07-15,19,5810,7540,5748
2019-07-15,20,8344,2032,4799
2019-07-17,1,7438,2080,7438
2019-07-17,2,7100,8072,3866
2019-07-17,3,5995,1326,12472
2019-07-17,4,3235,13253,13196
2019-07-17,5,930,7930,4741
2019-07-17,6,2797,6879,930
2019-07-17,7,963,2611,10312
2019-07-17,8,13048,8344,12936
2019-07-17,9,742,863,9009
2019-07-17,10,12994,302,602
2019-07-17,11,11407,8631,11573
2019-07-17,12,10665,7897,8072
2019-07-17,13,13812,2543,10000
2019-07-17,14,1607,2764,7327
2019-07-17,15,1687,8822,5995
2019-07-17,16,8968,5129,13253
2019-07-17,17,4504,10100,3235
2019-07-17,18,13253,5333,8344
2019-07-17,19,10884,10594,6756
2019-07-17,20,13196,13734,13812
2019-07-19,1,7438,2080,7438
2019-07-19,2,5756,8072,9372
2019-07-19,3,1650,1326,3479
2019-07-19,4,10884,13253,10884
2019-07-19,5,2074,7930,230
2019-07-19,6,3148,6879,11533
2019-07-19,7,10715,2611,13299
2019-07-19,8,8251,8344,11573
2019-07-19,9,10698,7438,7116
2019-07-19,10,5287,8631,5756
2019-07-19,11,11533,2543,6663
2019-07-19,12,1915,2764,973
2019-07-19,13,4225,10100,10500
2019-07-19,14,8738,5333,10312
2019-07-19,15,3337,7897,3491
2019-07-19,16,6663,5129,8416
2019-07-19,17,11401,1658,9186
2019-07-19,18,5018,7327,4851
2019-07-19,19,973,11407,4741
2019-07-19,20,3170,10594,8974
2019-07-20,1,7438,8072,7438
2019-07-20,2,1915,1326,9372
2019-07-20,3,13267,13253,3479
2019-07-20,4,13235,7438,10884
2019-07-20,5,1650,7930,230
2019-07-20,6,10884,6879,7116
2019-07-20,7,13723,2611,11533
2019-07-20,8,8251,8344,13299
2019-07-20,9,5756,13299,13723
2019-07-20,10,10729,2543,5756
2019-07-20,11,2074,2764,11573
2019-07-20,12,3174,8631,6663
2019-07-20,13,10715,10100,10312
2019-07-20,14,10698,7327,10500
2019-07-20,15,13366,8974,3491
2019-07-20,16,3148,1658,973
2019-07-20,17,410,11407,4851
2019-07-20,18,173,8997,3148
2019-07-20,19,5287,13734,1915
2019-07-20,20,3337,5333,6423
2019-07-23,1,12691,7438,6032
2019-07-23,2,8776,8072,12691
2019-07-23,3,11526,1326,8776
2019-07-23,4,8336,13299,12687
2019-07-23,5,7438,10729,1653
2019-07-23,6,847,8344,11526
2019-07-23,7,3793,13253,9822
2019-07-23,8,11710,10884,10884
2019-07-23,9,8561,7327,7438
2019-07-23,10,530,8974,13453
2019-07-23,11,7138,1658,7138
2019-07-23,12,9822,8997,13235
2019-07-23,13,10884,11407,3793
2019-07-23,14,13235,858,13242
2019-07-23,15,2571,12388,9909
2019-07-23,16,13070,2611,4357
2019-07-23,17,5287,8401,10729
2019-07-23,18,7888,3491,852
2019-07-23,19,606,11533,7888
2019-07-23,20,10172,8631,7116
2019-07-24,1,12691,7438,6032
2019-07-24,2,8776,1326,8776
2019-07-24,3,7438,10729,12691
2019-07-24,4,10415,13299,11526
2019-07-24,5,10884,8344,1653
2019-07-24,6,4284,10884,10884
2019-07-24,7,8336,12691,12687
2019-07-24,8,8561,8072,7438
2019-07-24,9,847,7327,9822
2019-07-24,10,11526,8974,13235
2019-07-24,11,530,13235,8894
2019-07-24,12,458,1658,7888
2019-07-24,13,1405,8997,7138
2019-07-24,14,10018,858,13453
2019-07-24,15,2571,11407,4357
2019-07-24,16,8863,12388,7253
2019-07-24,17,1081,1653,12790
2019-07-24,18,480,8401,458
2019-07-24,19,7138,3491,2571
2019-07-24,20,4829,11533,10312
2019-07-25,1,8894,7438,10344
2019-07-25,2,4227,9790,9790
2019-07-25,3,1081,10729,13517
2019-07-25,4,10344,13299,6032
2019-07-25,5,4284,10884,8776
2019-07-25,6,9790,12691,10917
2019-07-25,7,11985,8776,12777
2019-07-25,8,9453,13235,8894
2019-07-25,9,279,8974,8833
2019-07-25,10,4828,858,3439
2019-07-25,11,2721,12388,14071
2019-07-25,12,6023,8997,7354
2019-07-25,13,4534,1653,10884
2019-07-25,14,9830,12687,9989
2019-07-25,15,11525,3491,279
2019-07-25,16,12716,8401,10891
2019-07-25,17,365,11533,12691
2019-07-25,18,11432,845,11411
2019-07-25,19,4983,2268,7253
2019-07-25,20,4829,12955,11605
2019-07-26,1,521,9790,13517
2019-07-26,2,12163,10729,10344
2019-07-26,3,11419,7438,11419
2019-07-26,4,4227,13299,4152
2019-07-26,5,2693,12691,521
2019-07-26,6,12067,8776,13185
2019-07-26,7,4349,10884,6032
2019-07-26,8,9171,13235,1745
2019-07-26,9,13661,11419,9989
2019-07-26,10,6391,858,5605
2019-07-26,11,3813,1361,8776
2019-07-26,12,4849,13592,10917
2019-07-26,13,5605,12388,4227
2019-07-26,14,1628,1653,9790
2019-07-26,15,801,12687,365
2019-07-26,16,4967,11533,4829
2019-07-26,17,1081,2268,13089
2019-07-26,18,13347,845,4034
2019-07-26,19,9790,12955,801
2019-07-26,20,5686,6032,10891
2019-07-27,1,13347,9790,13089
2019-07-27,2,7756,10729,11342
2019-07-27,3,5502,13347,5605
2019-07-27,4,1184,12691,13347
2019-07-27,5,10606,11419,12582
2019-07-27,6,521,8776,13185
2019-07-27,7,7064,13235,11419
2019-07-27,8,1590,7438,1590
2019-07-27,9,9171,1361,521
2019-07-27,10,6076,13592,7756
2019-07-27,11,7234,858,10256
2019-07-27,12,3813,10884,10344
2019-07-27,13,4809,12388,7234
2019-07-27,14,64,3813,3785
2019-07-27,15,12883,1653,9989
2019-07-27,16,10308,1745,6032
2019-07-27,17,4227,12687,8170
2019-07-27,18,5105,2268,9790
2019-07-27,19,6391,10344,8776
2019-07-27,20,9989,13089,4152
2019-07-28,1,7756,9790,7756
2019-07-28,2,3506,13347,4796
2019-07-28,3,12344,12691,8546
2019-07-28,4,7193,11419,653
2019-07-28,5,7213,8776,6093
2019-07-28,6,7909,13592,11342
2019-07-28,7,8894,1361,3785
2019-07-28,8,6185,858,6185
2019-07-28,9,5026,10729,3146
2019-07-28,10,5502,1745,13089
2019-07-28,11,4908,3813,4860
2019-07-28,12,11578,13235,5026
2019-07-28,13,653,1653,5605
2019-07-28,14,6549,2268,12582
2019-07-28,15,13347,10884,9790
2019-07-28,16,10115,7756,2394
2019-07-28,17,5784,13089,10019
2019-07-28,18,5105,4650,285
2019-07-28,19,2394,3785,3883
2019-07-28,20,7837,12687,10891
2019-07-29,1,7756,9790,7756
2019-07-29,2,5502,13347,653
2019-07-29,3,5026,12691,4796
2019-07-29,4,12344,11419,11803
2019-07-29,5,4908,8776,8546
2019-07-29,6,7909,13592,11342
2019-07-29,7,7193,1361,5026
2019-07-29,8,3506,858,6093
2019-07-29,9,6185,10729,12322
2019-07-29,10,13677,1745,4860
2019-07-29,11,7213,3813,6185
2019-07-29,12,8567,13235,3785
2019-07-29,13,653,1653,10316
2019-07-29,14,7888,2268,5605
2019-07-29,15,880,10884,13089
2019-07-29,16,7181,7756,3146
2019-07-29,17,12814,13089,8567
2019-07-29,18,2721,4650,2394
2019-07-29,19,5784,3785,1415
2019-07-29,20,9989,12687,649
2019-07-30,1,3452,9790,6123
2019-07-30,2,4342,13347,1014
2019-07-30,3,5026,12691,4342
2019-07-30,4,6975,11419,7756
2019-07-30,5,877,8776,11803
2019-07-30,6,13660,7756,12322
2019-07-30,7,9400,1361,880
2019-07-30,8,7193,13592,653
2019-07-30,9,6242,653,877
2019-07-30,10,13677,3813,11342
2019-07-30,11,7909,1745,10965
2019-07-30,12,9874,3785,478
2019-07-30,13,1491,2268,8567
2019-07-30,14,9885,13089,13677
2019-07-30,15,4492,1653,5026
2019-07-30,16,8567,64,1506
2019-07-30,17,7213,4650,4927
2019-07-30,18,2642,10344,3452
2019-07-30,19,5575,285,6185
2019-07-30,20,6449,13235,6975
2019-07-31,1,4492,9790,6123
2019-07-31,2,6449,3452,13509
2019-07-31,3,3452,13347,9838
2019-07-31,4,6971,11419,4127
2019-07-31,5,7890,7756,12261
2019-07-31,6,4227,6123,7756
2019-07-31,7,9849,1014,10965
2019-07-31,8,7678,653,12322
2019-07-31,9,6123,13592,6971
2019-07-31,10,3381,1361,2994
2019-07-31,11,10296,3813,880
2019-07-31,12,9838,9838,877
2019-07-31,13,12261,1745,11342
2019-07-31,14,13509,3785,653
2019-07-31,15,2340,1043,4342
2019-07-31,16,1872,877,11803
2019-07-31,17,1005,7193,5466
2019-07-31,18,9707,13089,5232
2019-07-31,19,6242,64,10891
2019-07-31,20,5575,4342,2516
2019-08-01,1,11046,9790,7651
2019-08-01,2,7460,3452,6911
2019-08-01,3,5092,6911,13509
2019-08-01,4,6911,13347,7166
2019-08-01,5,1610,7651,2753
2019-08-01,6,8494,7756,4396
2019-08-01,7,7890,11419,8494
2019-08-01,8,3452,6123,9838
2019-08-01,9,6971,653,2994
2019-08-01,10,7166,1014,9274
2019-08-01,11,11614,9838,12322
2019-08-01,12,10354,13509,6971
2019-08-01,13,13375,13592,8147
2019-08-01,14,7678,3813,7756
2019-08-01,15,3451,1361,5588
2019-08-01,16,4745,877,6514
2019-08-01,17,5007,1745,11342
2019-08-01,18,4377,3785,11046
2019-08-01,19,4492,7193,10220
2019-08-01,20,5686,1043,2384
2019-08-02,1,7641,6911,5544
2019-08-02,2,11046,7651,6911
2019-08-02,3,6911,3452,12515
2019-08-02,4,7460,9790,7651
2019-08-02,5,11330,13347,2753
2019-08-02,6,1610,7756,5588
2019-08-02,7,6587,11419,7641
2019-08-02,8,4745,12515,6587
2019-08-02,9,13375,6123,13509
2019-08-02,10,10065,653,880
2019-08-02,11,4542,9838,2586
2019-08-02,12,1103,1014,11342
2019-08-02,13,11614,13509,10220
2019-08-02,14,10354,877,13375
2019-08-02,15,62,1745,6514
2019-08-02,16,2838,2753,7756
2019-08-02,17,5544,3785,877
2019-08-02,18,10077,7193,6857
2019-08-02,19,8304,1043,7166
2019-08-02,20,2586,3813,4542
2019-08-03,1,7641,6911,5544
2019-08-03,2,4813,5544,7641
2019-08-03,3,4522,7651,1290
2019-08-03,4,1462,3452,1462
2019-08-03,5,7438,12515,12515
2019-08-03,6,5067,1462,4522
2019-08-03,7,4004,7756,6911
2019-08-03,8,10430,13347,2753
2019-08-03,9,790,9790,5588
2019-08-03,10,5687,9838,7651
2019-08-03,11,2838,6123,4169
2019-08-03,12,9983,653,5969
2019-08-03,13,120,13509,12796
2019-08-03,14,10640,1014,120
2019-08-03,15,8209,877,4813
2019-08-03,16,7028,2753,4535
2019-08-03,17,3942,7193,2586
2019-08-03,18,3899,3785,6587
2019-08-03,19,6587,1043,12895
2019-08-03,20,1610,4342,4745
2019-08-04,1,5067,6911,5943
2019-08-04,2,3753,5544,5544
2019-08-04,3,790,7651,12864
2019-08-04,4,4813,1462,7641
2019-08-04,5,7641,12515,1152
2019-08-04,6,5262,3452,1462
2019-08-04,7,3942,5943,7017
2019-08-04,8,1462,7756,7310
2019-08-04,9,10640,9838,4343
2019-08-04,10,1402,6123,1849
2019-08-04,11,5665,653,4813
2019-08-04,12,10037,13509,4522
2019-08-04,13,2502,1014,3756
2019-08-04,14,1849,877,5262
2019-08-04,15,11406,2753,5067
2019-08-04,16,7028,7193,6911
2019-08-04,17,11619,1043,5068
